Class,Subclass_1,Subclass_2,Subclass_3,Subclass_4,KEGG
Lipids,Fatty acyls,Fatty esters,Fatty acyl CoAs,none,C03221
Lipids,Fatty acyls,Fatty esters,Fatty acyl CoAs,none,C02944
Lipids,Fatty acyls,Fatty esters,Fatty acyl CoAs,none,C05273
Lipids,Fatty acyls,Fatty esters,Fatty acyl CoAs,none,C06737
Lipids,Fatty acyls,Fatty esters,Fatty acyl CoAs,none,C06736
Lipids,Fatty acyls,Fatty esters,Fatty acyl CoAs,none,C05272
Lipids,Fatty acyls,Fatty esters,Fatty acyl CoAs,none,C00510
Lipids,Fatty acyls,Fatty esters,Fatty acyl CoAs,none,C16530
Lipids,Fatty acyls,Fatty esters,Fatty acyl CoAs,none,C16531
Lipids,Fatty acyls,Fatty esters,Fatty acyl CoAs,none,C16532
Lipids,Fatty acyls,Fatty esters,Fatty acyl CoAs,none,C02050
Lipids,Fatty acyls,Fatty esters,Fatty acyl CoAs,none,C03035
Lipids,Fatty acyls,Fatty esters,Fatty acyl CoAs,none,C16162
Lipids,Fatty acyls,Fatty esters,Fatty acyl CoAs,none,C16163
Lipids,Fatty acyls,Fatty esters,Fatty acyl CoAs,none,C03595
Lipids,Fatty acyls,Fatty esters,Fatty acyl CoAs,none,C16179
Lipids,Fatty acyls,Fatty esters,Fatty acyl CoAs,none,C02249
Lipids,Fatty acyls,Fatty esters,Fatty acyl CoAs,none,C16165
Lipids,Fatty acyls,Fatty esters,Fatty acyl CoAs,none,C16170
Lipids,Fatty acyls,Fatty esters,Fatty acyl CoAs,none,C16166
Lipids,Fatty acyls,Fatty esters,Fatty acyl CoAs,none,C16169
Lipids,Fatty acyls,Fatty esters,Fatty acyl CoAs,none,C05268
Lipids,Fatty acyls,Fatty esters,Fatty acyl CoAs,none,C05266
Lipids,Fatty acyls,Fatty esters,Fatty acyl CoAs,none,C05264
Lipids,Fatty acyls,Fatty esters,Fatty acyl CoAs,none,C05262
Lipids,Fatty acyls,Fatty esters,Fatty acyl CoAs,none,C16217
Lipids,Fatty acyls,Fatty esters,Fatty acyl CoAs,none,C05269
Lipids,Fatty acyls,Fatty esters,Fatty acyl CoAs,none,C05267
Lipids,Fatty acyls,Fatty esters,Fatty acyl CoAs,none,C05265
Lipids,Fatty acyls,Fatty esters,Fatty acyl CoAs,none,C05263
Lipids,Fatty acyls,Fatty esters,Fatty acyl CoAs,none,C16216
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C05745
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C05749
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C05752
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C05755
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C05223
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C05761
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C05764
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C05748
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C05751
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C05754
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C05758
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C05760
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C05763
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C16160
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C16161
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C05747
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C05757
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C16220
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C05746
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C05750
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C05753
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C05756
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C05759
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C05762
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C16219
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C12348
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C12349
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C12350
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C12351
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C12352
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C12353
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C12354
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C12355
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C12356
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C12357
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C12358
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C12359
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C12360
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C12361
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C12362
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C12363
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C12364
Lipids,Fatty acyls,Fatty esters,Fatty acyl ACPs,none,C12365
Lipids,Fatty acyls,Fatty esters,Fatty acyl carnitines,none,C02838
Lipids,Fatty acyls,Fatty esters,Fatty acyl carnitines,none,C02862
Lipids,Fatty acyls,Fatty esters,Fatty acyl carnitines,none,C02990
Lipids,Fatty acyls,Fatty esters,Fatty acyl carnitines,none,C03017
Lipids,Fatty acyls,Fatty esters,Fatty acyl carnitines,none,C03299
Lipids,Fatty acyls,Fatty esters,Fatty acyl adenylates,none,C13825
Lipids,Fatty acyls,Fatty amides,Primary amides,none,C01842
Lipids,Fatty acyls,Fatty amides,Primary amides,none,C13831
Lipids,Fatty acyls,Fatty amides,Primary amides,none,C13846
Lipids,Fatty acyls,Fatty amides,N-acyl amides,none,C01842
Lipids,Fatty acyls,Fatty amides,N-acyl amides,none,C13831
Lipids,Fatty acyls,Fatty amides,N-acyl amides,none,C13846
Lipids,Fatty acyls,Fatty amides,Fatty acyl homoserine lactones,none,C11837
Lipids,Fatty acyls,Fatty amides,Fatty acyl homoserine lactones,none,C11839
Lipids,Fatty acyls,Fatty amides,Fatty acyl homoserine lactones,none,C11840
Lipids,Fatty acyls,Fatty amides,Fatty acyl homoserine lactones,none,C11841
Lipids,Fatty acyls,Fatty amides,Fatty acyl homoserine lactones,none,C11842
Lipids,Fatty acyls,Fatty amides,Fatty acyl homoserine lactones,none,C11844
Lipids,Fatty acyls,Fatty amides,Fatty acyl homoserine lactones,none,C11845
Lipids,Fatty acyls,Fatty amides,N-acyl ethanolamides (endocannabinoids),none,C11695
Lipids,Fatty acyls,Fatty amides,N-acyl ethanolamides (endocannabinoids),none,C13828
Lipids,Fatty acyls,Fatty amides,N-acyl ethanolamides (endocannabinoids),none,C13829
Lipids,Fatty acyls,Fatty acyl glycosides,Fatty acyl glycosides of mono- and disaccharides,none,C08558
Lipids,Fatty acyls,Fatty acyl glycosides,Sophorolipids,none,C18191
Lipids,Fatty acyls,Docosanoids,none,none,C18178
Lipids,Fatty acyls,Docosanoids,none,none,C18179
Lipids,Fatty acyls,Docosanoids,none,none,C16533
Lipids,Fatty acyls,Docosanoids,none,none,C16534
Lipids,Fatty acyls,Docosanoids,none,none,C16527
Lipids,Fatty acyls,Docosanoids,none,none,C16513
Lipids,Fatty acyls,Docosanoids,none,none,C06429
Lipids,Fatty acyls,Docosanoids,none,none,C16185
Lipids,Fatty acyls,Fatty alcohols,none,none,C00823
Lipids,Fatty acyls,Fatty alcohols,none,none,C01633
Lipids,Fatty acyls,Fatty alcohols,none,none,C02277
Lipids,Fatty acyls,Fatty aldehydes,none,none,C01545
Lipids,Fatty acyls,Fatty aldehydes,none,none,C01838
Lipids,Fatty acyls,Fatty aldehydes,none,none,C01948
Lipids,Fatty acyls,Fatty aldehydes,none,none,C02278
Lipids,Fatty acyls,Fatty aldehydes,none,none,C06123
Lipids,Fatty acyls,Fatty aldehydes,none,none,C12307
Lipids,Fatty acyls,Fatty nitriles,none,none,C13832
Lipids,Fatty acyls,Fatty ethers,none,none,C03199
Lipids,Fatty acyls,Fatty ethers,none,none,C13854
Lipids,Fatty acyls,Fatty ethers,none,none,C13856
Lipids,Fatty acyls,Fatty ethers,none,none,C13857
Lipids,Fatty acyls,Fatty ethers,none,none,C13858
Lipids,Fatty acyls,Fatty ethers,none,none,C13859
Lipids,Fatty acyls,Fatty ethers,none,none,C13862
Lipids,Fatty acyls,Fatty ethers,none,none,C13863
Lipids,Fatty acyls,Fatty ethers,none,none,C13864
Lipids,Fatty acyls,Hydrocarbons,none,none,C01387
Lipids,Fatty acyls,Hydrocarbons,none,none,C01816
Lipids,Fatty acyls,Hydrocarbons,none,none,C08374
Lipids,Fatty acyls,Hydrocarbons,none,none,C08384
Lipids,Fatty acyls,Hydrocarbons,none,none,C08388
Lipids,Fatty acyls,Hydrocarbons,none,none,C11271
Lipids,Fatty acyls,Hydrocarbons,none,none,C13834
Lipids,Fatty acyls,Oxygenated hydrocarbons,none,none,C01875
Lipids,Fatty acyls,Oxygenated hydrocarbons,none,none,C01949
Lipids,Fatty acyls,Oxygenated hydrocarbons,none,none,C08380
Lipids,Fatty acyls,Other Fatty Acyls,none,none,C17941
Lipids,Fatty acyls,Other Fatty Acyls,none,none,C16345
Lipids,Fatty acyls,Other Fatty Acyls,none,none,C12889
Lipids,Fatty acyls,Other Fatty Acyls,none,none,C15989
Lipids,Fatty acyls,Other Fatty Acyls,none,none,C12216
Lipids,Glycerolipids,Monoradylglycerols,Monoacylglycerols,none,C01885
Lipids,Glycerolipids,Monoradylglycerols,Monoacylglycerols,none,C02112
Lipids,Glycerolipids,Monoradylglycerols,Monoacylglycerols,none,C13854
Lipids,Glycerolipids,Monoradylglycerols,Monoacylglycerols,none,C13859
Lipids,Glycerolipids,Monoradylglycerols,Monoacylglycerols,none,C13860
Lipids,Glycerolipids,Monoradylglycerols,Monoacylglycerols,none,C13856
Lipids,Glycerolipids,Monoradylglycerols,Monoacylglycerols,none,C13857
Lipids,Glycerolipids,Monoradylglycerols,Monoacylglycerols,none,C02773
Lipids,Glycerolipids,Monoradylglycerols,Monoacylglycerols,none,C13858
Lipids,Glycerolipids,Monoradylglycerols,Monoacylglycerols,none,C13859
Lipids,Glycerolipids,Diradylglycerols,Diacylglycerols,none,C00165
Lipids,Glycerolipids,Diradylglycerols,Diacylglycerols,none,C00641
Lipids,Glycerolipids,Diradylglycerols,Diacylglycerols,none,C03199
Lipids,Glycerolipids,Diradylglycerols,Diacylglycerols,none,C16667
Lipids,Glycerolipids,Diradylglycerols,Diacylglycerols,none,C06437
Lipids,Glycerolipids,Diradylglycerols,Diacylglycerols,none,C13861
Lipids,Glycerolipids,Diradylglycerols,"1-alkyl,2-acylglycerols",none,C03201
Lipids,Glycerolipids,Diradylglycerols,"1-alkyl,2-acylglycerols",none,C03820
Lipids,Glycerolipids,Diradylglycerols,"1-alkyl,2-acylglycerols",none,C13862
Lipids,Glycerolipids,Diradylglycerols,Dialkylglycerols,none,C13863
Lipids,Glycerolipids,Diradylglycerols,1Z-alkenylacylglycerols,none,C03454
Lipids,Glycerolipids,Diradylglycerols,1Z-alkenylacylglycerols,none,C13864
Lipids,Glycerolipids,Diradylglycerols,Di-glycerol tetraethers,none,C13872
Lipids,Glycerolipids,Diradylglycerols,Di-glycerol tetraether glycans,none,C13874
Lipids,Glycerolipids,Triradylglycerols,Triacylglycerols,none,C00422
Lipids,Glycerolipids,Triradylglycerols,Triacylglycerols,none,C13870
Lipids,Glycerolipids,Triradylglycerols,Triacylglycerols,none,C13044
Lipids,Glycerolipids,Triradylglycerols,Triacylglycerols,none,C13869
Lipids,Glycerolipids,Triradylglycerols,Estolides,none,C13867
Lipids,Glycerolipids,Glycosylmonoradylglycerols,Glycosylmonoacylglycerols,none,C04315
Lipids,Glycerolipids,Glycosylmonoradylglycerols,Glycosyldiacylglycerols,none,C03692
Lipids,Glycerolipids,Glycosylmonoradylglycerols,Glycosyldiacylglycerols,none,C04046
Lipids,Glycerolipids,Glycosylmonoradylglycerols,Glycosyldiacylglycerols,none,C04714
Lipids,Glycerolipids,Glycosylmonoradylglycerols,Glycosyldiacylglycerols,none,C04872
Lipids,Glycerolipids,Glycosylmonoradylglycerols,Glycosyldiacylglycerols,none,C06036
Lipids,Glycerolipids,Glycosylmonoradylglycerols,Glycosyldiacylglycerols,none,C06037
Lipids,Glycerolipids,Glycosylmonoradylglycerols,Glycosyldiacylglycerols,none,C06038
Lipids,Glycerolipids,Glycosylmonoradylglycerols,Glycosyldiacylglycerols,none,C06040
Lipids,Glycerolipids,Glycosylmonoradylglycerols,Glycosyldiacylglycerols,none,C06364
Lipids,Glycerolipids,Glycosylmonoradylglycerols,Glycosyldiacylglycerols,none,C06365
Lipids,Glycerolipids,Glycosylmonoradylglycerols,Glycosyldiacylglycerols,none,C13508
Lipids,Glycerolipids,Glycosylmonoradylglycerols,Glycosyldiacylglycerols,none,C13871
Lipids,Glycerolipids,Glycosylmonoradylglycerols,Glycosylalkylacylglycerols,none,C04909
Lipids,Glycerolipids,Glycosylmonoradylglycerols,Glycosylalkylacylglycerols,none,C04920
Lipids,Glycerolipids,Other Glycerolipids,none,none,C18168
Lipids,Glycerolipids,Other Glycerolipids,none,none,C18169
Lipids,Glycerophospholipids,Glycerophosphocholines,Diacylglycerophosphocholines,none,C00157
Lipids,Glycerophospholipids,Glycerophosphocholines,Diacylglycerophosphocholines,none,C01282
Lipids,Glycerophospholipids,Glycerophosphocholines,Diacylglycerophosphocholines,none,C03873
Lipids,Glycerophospholipids,Glycerophosphocholines,Diacylglycerophosphocholines,none,C04636
Lipids,Glycerophospholipids,Glycerophosphocholines,Diacylglycerophosphocholines,none,C04792
Lipids,Glycerophospholipids,Glycerophosphocholines,Diacylglycerophosphocholines,none,C13875
Lipids,Glycerophospholipids,Glycerophosphocholines,"1-alkyl,2-acylglycerophosphocholines",none,C05208
Lipids,Glycerophospholipids,Glycerophosphocholines,"1-alkyl,2-acylglycerophosphocholines",none,C05212
Lipids,Glycerophospholipids,Glycerophosphocholines,"1-alkyl,2-acylglycerophosphocholines",none,C04598
Lipids,Glycerophospholipids,Glycerophosphocholines,"1-alkyl,2-acylglycerophosphocholines",none,C13894
Lipids,Glycerophospholipids,Glycerophosphocholines,"1Z-alkenyl,2-acylglycerophosphocholines",none,C13895
Lipids,Glycerophospholipids,Glycerophosphocholines,Monoacylglycerophosphocholines,none,C03916
Lipids,Glycerophospholipids,Glycerophosphocholines,Monoacylglycerophosphocholines,none,C04100
Lipids,Glycerophospholipids,Glycerophosphocholines,Monoacylglycerophosphocholines,none,C04102
Lipids,Glycerophospholipids,Glycerophosphocholines,Monoacylglycerophosphocholines,none,C04230
Lipids,Glycerophospholipids,Glycerophosphocholines,Monoacylglycerophosphocholines,none,C04233
Lipids,Glycerophospholipids,Glycerophosphocholines,Monoalkylglycerophosphocholines,none,C04317
Lipids,Glycerophospholipids,Glycerophosphocholines,Monoalkylglycerophosphocholines,none,C13903
Lipids,Glycerophospholipids,Glycerophosphocholines,1Z-alkenylglycerophosphocholines,none,C04517
Lipids,Glycerophospholipids,Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines,none,C00350
Lipids,Glycerophospholipids,Glycerophosphoethanolamines,Diacylglycerophosphoethanolamines,none,C13877
Lipids,Glycerophospholipids,Glycerophosphoethanolamines,"1-alkyl,2-acylglycerophosphoethanolamines",none,C04475
Lipids,Glycerophospholipids,Glycerophosphoethanolamines,"1-alkyl,2-acylglycerophosphoethanolamines",none,C05210
Lipids,Glycerophospholipids,Glycerophosphoethanolamines,Monoacylglycerophosphoethanolamines,none,C04438
Lipids,Glycerophospholipids,Glycerophosphoethanolamines,Monoacylglycerophosphoethanolamines,none,C05973
Lipids,Glycerophospholipids,Glycerophosphoethanolamines,Monoalkylglycerophosphoethanolamines,none,C04476
Lipids,Glycerophospholipids,Glycerophosphoethanolamines,Monoalkylglycerophosphoethanolamines,none,C05209
Lipids,Glycerophospholipids,Glycerophosphoethanolamines,1Z-alkenylglycerophosphoethanolamines,none,C04635
Lipids,Glycerophospholipids,Glycerophosphoserines,Diacylglycerophosphoserines,none,C02737
Lipids,Glycerophospholipids,Glycerophosphoserines,Diacylglycerophosphoserines,none,C13880
Lipids,Glycerophospholipids,Glycerophosphoserines,Monoacylglycerophosphoserines,none,C18125
Lipids,Glycerophospholipids,Glycerophosphoserines,Monoacylglycerophosphoserines,none,C05974
Lipids,Glycerophospholipids,Glycerophosphoglycerols,Diacylglycerophosphoglycerols,none,C13883
Lipids,Glycerophospholipids,Glycerophosphoglycerols,Monoacylglycerophosphoglycerols,none,C18126
Lipids,Glycerophospholipids,Glycerophosphoglycerols,Diacylglycerophosphomonoradylglycerols,none,C05976
Lipids,Glycerophospholipids,Glycerophosphoglycerophosphates,Diacylglycerophosphoglycerophosphates,none,C03892
Lipids,Glycerophospholipids,Glycerophosphoglycerophosphates,Diacylglycerophosphoglycerophosphates,none,C13885
Lipids,Glycerophospholipids,Glycerophosphoinositols,Diacylglycerophosphoinositols,none,C01194
Lipids,Glycerophospholipids,Glycerophosphoinositols,Diacylglycerophosphoinositols,none,C04848
Lipids,Glycerophospholipids,Glycerophosphoinositols,Diacylglycerophosphoinositols,none,C13888
Lipids,Glycerophospholipids,Glycerophosphoinositols,Monoacylglycerophosphoinositols,none,C03819
Lipids,Glycerophospholipids,Glycerophosphoinositol monophosphates,Diacylglycerophosphoinositol monophosphates,none,C01277
Lipids,Glycerophospholipids,Glycerophosphoinositol monophosphates,Diacylglycerophosphoinositol monophosphates,none,C04021
Lipids,Glycerophospholipids,Glycerophosphoinositol monophosphates,Diacylglycerophosphoinositol monophosphates,none,C04549
Lipids,Glycerophospholipids,Glycerophosphoinositol monophosphates,Diacylglycerophosphoinositol monophosphates,none,C11557
Lipids,Glycerophospholipids,Glycerophosphoinositol bisphosphates,Diacylglycerophosphoinositol bisphosphates,none,C04637
Lipids,Glycerophospholipids,Glycerophosphoinositol bisphosphates,Diacylglycerophosphoinositol bisphosphates,none,C11554
Lipids,Glycerophospholipids,Glycerophosphoinositol bisphosphates,Diacylglycerophosphoinositol bisphosphates,none,C11556
Lipids,Glycerophospholipids,Glycerophosphoinositol trisphosphates,Diacylglycerophosphoinositol trisphosphates,none,C05981
Lipids,Glycerophospholipids,Glycerophosphates,Diacylglycerophosphates,none,C00416
Lipids,Glycerophospholipids,Glycerophosphates,Diacylglycerophosphates,none,C13889
Lipids,Glycerophospholipids,Glycerophosphates,"1-alkyl,2-acylglycerophosphates",none,C05977
Lipids,Glycerophospholipids,Glycerophosphates,"1-alkyl,2-acylglycerophosphates",none,C01264
Lipids,Glycerophospholipids,Glycerophosphates,Monoacylglycerophosphates,none,C00681
Lipids,Glycerophospholipids,Glycerophosphates,Monoacylglycerophosphates,none,C03974
Lipids,Glycerophospholipids,Glycerophosphates,Monoacylglycerophosphates,none,C04036
Lipids,Glycerophospholipids,Glycerophosphates,Monoalkylglycerophosphates,none,C03968
Lipids,Glycerophospholipids,Glycerophosphates,Monoalkylglycerophosphates,none,C04590
Lipids,Glycerophospholipids,Glyceropyrophosphates,Diacylglyceropyrophosphates,none,C13890
Lipids,Glycerophospholipids,Glycerophosphoglycerophosphoglycerols,Diacylglycerophosphoglycerophosphodiradylglycerols,none,C05980
Lipids,Glycerophospholipids,Glycerophosphoglycerophosphoglycerols,Diacylglycerophosphoglycerophosphomonoradylglycerols,none,C18129
Lipids,Glycerophospholipids,CDP-Glycerols,CDP-diacylglycerols,none,C00269
Lipids,Glycerophospholipids,CDP-Glycerols,CDP-diacylglycerols,none,C13891
Lipids,Glycerophospholipids,CDP-Glycerols,CDP-diacylglycerols,none,C13892
Lipids,Glycerophospholipids,CDP-Glycerols,CDP-Dialkylglycerols,none,C18059
Lipids,Glycerophospholipids,CDP-Glycerols,CDP-Monoacylglycerols,none,C02255
Lipids,Glycerophospholipids,Glycerophosphoinositolglycans,Diacylglycerophosphoinositolglycans,none,C01288
Lipids,Glycerophospholipids,Glycerophosphoinositolglycans,Diacylglycerophosphoinositolglycans,none,C04248
Lipids,Glycerophospholipids,Glycerophosphonocholines,Diacylglycerophosphonocholines,none,C13876
Lipids,Glycerophospholipids,Glycerophosphonoethanolamines,Diacylglycerophosphonoethanolamines,none,C13878
Lipids,Glycerophospholipids,Di-glycerol tetraether phospholipids (caldarchaeols),none,none,C13896
Lipids,Glycerophospholipids,Glycerol-nonitol tetraether phospholipids,none,none,C13897
Lipids,Glycerophospholipids,Oxidized glycerophospholipids,none,none,C13898
Lipids,Glycerophospholipids,Oxidized glycerophospholipids,none,none,C13900
Lipids,Glycerophospholipids,Oxidized glycerophospholipids,none,none,C13901
Lipids,Glycerophospholipids,Oxidized glycerophospholipids,none,none,C13902
Lipids,Sphingolipids,Sphingoid bases,Sphing-4-enines (Sphingosines),none,C00319
Lipids,Sphingolipids,Sphingoid bases,Sphing-4-enines (Sphingosines),none,C02934
Lipids,Sphingolipids,Sphingoid bases,Sphing-4-enines (Sphingosines),none,C06121
Lipids,Sphingolipids,Sphingoid bases,Sphinganines,none,C00836
Lipids,Sphingolipids,Sphingoid bases,4-Hydroxysphinganines (Phytosphingosines),none,C12144
Lipids,Sphingolipids,Sphingoid bases,Sphingoid base homologs and variants,none,C13915
Lipids,Sphingolipids,Sphingoid bases,Sphingoid base 1-phosphates,none,C01120
Lipids,Sphingolipids,Sphingoid bases,Sphingoid base 1-phosphates,none,C06124
Lipids,Sphingolipids,Sphingoid bases,Lysosphingomyelins and lysoglycosphingolipids,none,C03640
Lipids,Sphingolipids,Sphingoid bases,N-methylated sphingoid bases,none,C13914
Lipids,Sphingolipids,Sphingoid bases,Sphingoid base analogs,none,C01747
Lipids,Sphingolipids,Sphingoid bases,Sphingoid base analogs,none,C03858
Lipids,Sphingolipids,Ceramides,N-acylsphingosines (ceramides),none,C00195
Lipids,Sphingolipids,Ceramides,N-acylsphingosines (ceramides),none,C13916
Lipids,Sphingolipids,Ceramides,N-acylsphinganines (dihydroceramides),none,C12126
Lipids,Sphingolipids,Ceramides,N-acyl-4-hydroxysphinganines (phytoceramides),none,C12145
Lipids,Sphingolipids,Ceramides,Acylceramides,none,C13918
Lipids,Sphingolipids,Ceramides,Ceramide 1-phosphates,none,C02960
Lipids,Sphingolipids,Phosphosphingolipids,Ceramide phosphocholines (sphingomyelins),none,C00550
Lipids,Sphingolipids,Phosphosphingolipids,Ceramide phosphoethanolamines,none,C06062
Lipids,SP  Sphingolipids,SP04 Phosphonosphingolipids,none,none,C05681
Lipids,SP  Sphingolipids,SP07 Basic glycosphingolipids,none,none,C01747
Lipids,SP  Sphingolipids,SP08 Amphoteric glycosphingolipids,none,none,C02744
